gid,cname,ensemble,harvest,planting,wsgd
8,Iringa Rural,29,2022-05-30,2022-01-06,0
57,Wanging'ombe,11,2022-05-30,2022-01-06,0
69,Songea Urban,35,2022-05-30,2022-01-06,0
46,Masasi Township Authority,40,2022-05-30,2022-01-06,0
55,Njombe,24,2022-05-30,2022-01-06,0
26,Kilwa,18,2022-05-30,2022-01-06,0
8,Iringa Rural,3,2022-05-30,2022-01-06,0
40,Momba,33,2022-05-30,2022-01-06,0
60,Lake Rukwa,30,2022-05-30,2022-01-06,0
37,Mbeya Rural,22,2022-05-30,2022-01-06,0
67,Nyasa,40,2022-05-30,2022-01-06,0
29,Liwale,29,2022-05-30,2022-01-06,0
49,Nanyumbu,15,2022-05-30,2022-01-06,0
44,Ulanga,20,2022-05-30,2022-01-06,0
28,Lindi Urban,37,2022-05-30,2022-01-06,0
69,Songea Urban,6,2022-05-30,2022-01-06,0
45,Masasi,20,2022-05-30,2022-01-06,0
42,Tunduma,6,2022-05-30,2022-01-06,0
51,Tandahimba,33,2022-05-30,2022-01-06,0
60,Lake Rukwa,7,2022-05-30,2022-01-06,0
49,Nanyumbu,40,2022-05-30,2022-01-06,0
60,Lake Rukwa,37,2022-05-30,2022-01-06,0
70,Tunduru,26,2022-05-30,2022-01-06,0
48,Mtwara Urban,19,2022-05-30,2022-01-06,0
48,Mtwara Urban,30,2022-05-30,2022-01-06,0
36,Mbarali,13,2022-05-30,2022-01-06,0
33,Ileje,18,2022-05-30,2022-01-06,0
44,Ulanga,27,2022-05-30,2022-01-06,0
55,Njombe,4,2022-05-30,2022-01-06,0
32,Chunya,18,2022-05-30,2022-01-06,0
37,Mbeya Rural,4,2022-05-30,2022-01-06,0
32,Chunya,22,2022-05-30,2022-01-06,0
52,Ludewa,31,2022-05-30,2022-01-06,0
43,Kilombero,37,2022-05-30,2022-01-06,0
49,Nanyumbu,5,2022-05-30,2022-01-06,0
67,Nyasa,7,2022-05-30,2022-01-06,0
46,Masasi Township Authority,14,2022-05-30,2022-01-06,0
28,Lindi Urban,23,2022-05-30,2022-01-06,0
33,Ileje,35,2022-05-30,2022-01-06,0
60,Lake Rukwa,15,2022-05-30,2022-01-06,0
44,Ulanga,11,2022-05-30,2022-01-06,0
58,Rufiji,26,2022-05-30,2022-01-06,0
50,Newala,31,2022-05-30,2022-01-06,0
66,Namtumbo,39,2022-05-30,2022-01-06,0
10,Kilolo,3,2022-05-30,2022-01-06,0
44,Ulanga,14,2022-05-30,2022-01-06,0
33,Ileje,36,2022-05-30,2022-01-06,0
56,Njombe Urban,21,2022-05-30,2022-01-06,0
54,Makete,20,2022-05-30,2022-01-06,0
12,Mufindi,10,2022-05-30,2022-01-06,0
67,Nyasa,35,2022-05-30,2022-01-06,0
10,Kilolo,16,2022-05-30,2022-01-06,0
46,Masasi Township Authority,4,2022-05-30,2022-01-06,0
31,Ruangwa,31,2022-05-30,2022-01-06,0
67,Nyasa,21,2022-05-30,2022-01-06,0
52,Ludewa,35,2022-05-30,2022-01-06,0
37,Mbeya Rural,33,2022-05-30,2022-01-06,0
47,Mtwara Rural,1,2022-05-30,2022-01-06,0
10,Kilolo,6,2022-05-30,2022-01-06,0
70,Tunduru,1,2022-05-30,2022-01-06,0
31,Ruangwa,13,2022-05-31,2022-01-07,0
51,Tandahimba,7,2022-05-31,2022-01-07,0
47,Mtwara Rural,7,2022-05-31,2022-01-07,0
47,Mtwara Rural,5,2022-05-31,2022-01-07,0
9,Iringa Urban,40,2022-05-31,2022-01-07,0
9,Iringa Urban,17,2022-05-31,2022-01-07,0
27,Lindi Rural,3,2022-05-31,2022-01-07,0
46,Masasi Township Authority,25,2022-05-31,2022-01-07,0
26,Kilwa,35,2022-05-31,2022-01-07,0
11,Mafinga Township Authority,23,2022-05-31,2022-01-07,0
50,Newala,33,2022-05-31,2022-01-07,0
58,Rufiji,21,2022-05-31,2022-01-07,0
28,Lindi Urban,3,2022-05-31,2022-01-07,0.498
26,Kilwa,37,2022-05-31,2022-01-07,0
45,Masasi,8,2022-05-31,2022-01-07,0
27,Lindi Rural,28,2022-05-31,2022-01-07,0
26,Kilwa,8,2022-05-31,2022-01-07,0
68,Songea Rural,36,2022-05-31,2022-01-07,0
45,Masasi,26,2022-05-31,2022-01-07,0
45,Masasi,27,2022-05-31,2022-01-07,0
27,Lindi Rural,38,2022-05-31,2022-01-07,0
69,Songea Urban,12,2022-05-31,2022-01-07,0.161
38,Mbeya Urban,26,2022-05-31,2022-01-07,0.721
58,Rufiji,5,2022-05-31,2022-01-07,0
42,Tunduma,5,2022-05-31,2022-01-07,0
55,Njombe,23,2022-05-31,2022-01-07,0.089
31,Ruangwa,30,2022-05-31,2022-01-07,0
47,Mtwara Rural,14,2022-05-31,2022-01-07,0
31,Ruangwa,26,2022-05-31,2022-01-07,0
67,Nyasa,3,2022-05-31,2022-01-07,0
27,Lindi Rural,27,2022-05-31,2022-01-07,0
29,Liwale,32,2022-05-31,2022-01-07,0
38,Mbeya Urban,7,2022-05-31,2022-01-07,0.723
41,Rungwe,13,2022-05-31,2022-01-07,0
70,Tunduru,30,2022-05-31,2022-01-07,0
48,Mtwara Urban,2,2022-05-31,2022-01-07,0
12,Mufindi,35,2022-05-31,2022-01-07,0
38,Mbeya Urban,10,2022-05-31,2022-01-07,0.737
65,Mbinga,12,2022-05-31,2022-01-07,0
38,Mbeya Urban,16,2022-05-31,2022-01-07,0.725
48,Mtwara Urban,12,2022-05-31,2022-01-07,0
65,Mbinga,6,2022-05-31,2022-01-07,0
38,Mbeya Urban,19,2022-05-31,2022-01-07,0.736
29,Liwale,15,2022-05-31,2022-01-07,0
37,Mbeya Rural,7,2022-05-31,2022-01-07,0.526
43,Kilombero,14,2022-05-31,2022-01-07,0
43,Kilombero,11,2022-05-31,2022-01-07,0
66,Namtumbo,11,2022-05-31,2022-01-07,0
41,Rungwe,25,2022-05-31,2022-01-07,0.571
54,Makete,32,2022-05-31,2022-01-07,0.229
37,Mbeya Rural,15,2022-05-31,2022-01-07,0.018
49,Nanyumbu,36,2022-05-31,2022-01-07,0
49,Nanyumbu,37,2022-05-31,2022-01-07,0
46,Masasi Township Authority,6,2022-05-31,2022-01-07,0
46,Masasi Township Authority,18,2022-05-31,2022-01-07,0
37,Mbeya Rural,30,2022-05-31,2022-01-07,0.631
58,Rufiji,36,2022-05-31,2022-01-07,0
37,Mbeya Rural,36,2022-05-31,2022-01-07,0.631
70,Tunduru,10,2022-05-31,2022-01-07,0
67,Nyasa,8,2022-05-31,2022-01-07,0
9,Iringa Urban,19,2022-05-31,2022-01-07,0
54,Makete,39,2022-06-04,2022-01-08,0
69,Songea Urban,33,2022-06-04,2022-01-08,0
55,Njombe,28,2022-06-04,2022-01-08,0
11,Mafinga Township Authority,2,2022-06-04,2022-01-08,0
39,Mbozi,29,2022-06-04,2022-01-08,0
11,Mafinga Township Authority,38,2022-06-04,2022-01-08,0
38,Mbeya Urban,25,2022-06-04,2022-01-08,0
36,Mbarali,26,2022-06-04,2022-01-08,0
26,Kilwa,10,2022-06-04,2022-01-08,0
9,Iringa Urban,37,2022-06-04,2022-01-08,0
55,Njombe,26,2022-06-04,2022-01-08,0
67,Nyasa,33,2022-06-04,2022-01-08,0
44,Ulanga,25,2022-06-04,2022-01-08,0
68,Songea Rural,35,2022-06-04,2022-01-08,0
32,Chunya,5,2022-06-04,2022-01-08,0
51,Tandahimba,14,2022-06-04,2022-01-08,0
44,Ulanga,10,2022-06-04,2022-01-08,0
42,Tunduma,9,2022-06-04,2022-01-08,0
37,Mbeya Rural,38,2022-06-04,2022-01-08,0
41,Rungwe,16,2022-06-04,2022-01-08,0
32,Chunya,30,2022-06-04,2022-01-08,0
49,Nanyumbu,33,2022-06-04,2022-01-08,0
30,Nachingwea,22,2022-06-04,2022-01-08,0
33,Ileje,2,2022-06-04,2022-01-08,0
42,Tunduma,13,2022-06-04,2022-01-08,0
55,Njombe,6,2022-06-04,2022-01-08,0
26,Kilwa,33,2022-06-04,2022-01-08,0
60,Lake Rukwa,33,2022-06-04,2022-01-08,0
36,Mbarali,39,2022-06-04,2022-01-08,0
40,Momba,31,2022-06-04,2022-01-08,0
32,Chunya,11,2022-06-04,2022-01-08,0
30,Nachingwea,34,2022-06-04,2022-01-08,0
43,Kilombero,1,2022-06-04,2022-01-08,0
11,Mafinga Township Authority,39,2022-06-04,2022-01-08,0
32,Chunya,13,2022-06-04,2022-01-08,0
48,Mtwara Urban,31,2022-06-04,2022-01-08,0
60,Lake Rukwa,13,2022-06-04,2022-01-08,0
32,Chunya,7,2022-06-04,2022-01-08,0
56,Njombe Urban,8,2022-06-04,2022-01-08,0
37,Mbeya Rural,28,2022-06-04,2022-01-08,0
56,Njombe Urban,1,2022-06-04,2022-01-08,0
50,Newala,12,2022-06-04,2022-01-08,0
65,Mbinga,13,2022-06-04,2022-01-08,0
57,Wanging'ombe,39,2022-06-04,2022-01-08,0
70,Tunduru,6,2022-06-04,2022-01-08,0
50,Newala,11,2022-06-04,2022-01-08,0
38,Mbeya Urban,17,2022-06-04,2022-01-08,0
12,Mufindi,24,2022-06-04,2022-01-08,0
48,Mtwara Urban,25,2022-06-04,2022-01-08,0
33,Ileje,12,2022-06-04,2022-01-08,0
70,Tunduru,9,2022-06-04,2022-01-08,0
67,Nyasa,6,2022-06-04,2022-01-08,0
43,Kilombero,8,2022-06-04,2022-01-08,0
48,Mtwara Urban,16,2022-06-04,2022-01-08,0
51,Tandahimba,6,2022-06-04,2022-01-08,0
10,Kilolo,39,2022-06-04,2022-01-08,0
65,Mbinga,22,2022-06-04,2022-01-08,0
38,Mbeya Urban,22,2022-06-04,2022-01-08,0
26,Kilwa,30,2022-06-04,2022-01-08,0
31,Ruangwa,7,2022-06-04,2022-01-08,0
49,Nanyumbu,17,2022-06-04,2022-01-08,0
38,Mbeya Urban,8,2022-06-04,2022-01-08,0
69,Songea Urban,2,2022-06-04,2022-01-08,0
44,Ulanga,35,2022-06-04,2022-01-08,0
36,Mbarali,38,2022-06-05,2022-01-19,0
12,Mufindi,27,2022-06-05,2022-01-17,0
12,Mufindi,28,2022-06-05,2022-02-02,0
12,Mufindi,29,2022-06-05,2022-01-17,0
12,Mufindi,30,2022-06-05,2022-01-26,0.003
12,Mufindi,31,2022-06-05,2022-01-29,0
12,Mufindi,32,2022-06-05,2022-01-21,0
12,Mufindi,33,2022-06-05,2022-01-16,0
12,Mufindi,34,2022-06-05,2022-01-20,0
12,Mufindi,36,2022-06-05,2022-01-26,0
12,Mufindi,37,2022-06-05,2022-01-27,0
12,Mufindi,38,2022-06-05,2022-01-16,0
12,Mufindi,39,2022-06-05,2022-01-29,0.02
12,Mufindi,40,2022-06-05,2022-02-01,0
48,Mtwara Urban,3,2022-06-05,2022-02-03,0.762
48,Mtwara Urban,4,2022-06-05,2022-01-16,0.747
48,Mtwara Urban,6,2022-06-05,2022-01-29,0.793
48,Mtwara Urban,7,2022-06-05,2022-02-02,0.738
48,Mtwara Urban,8,2022-06-05,2022-01-20,0.777
48,Mtwara Urban,9,2022-06-05,2022-01-30,0.833
48,Mtwara Urban,10,2022-06-05,2022-01-24,0.72
48,Mtwara Urban,11,2022-06-05,2022-02-01,0.733
48,Mtwara Urban,13,2022-06-05,2022-01-25,0.742
48,Mtwara Urban,14,2022-06-05,2022-01-09,0
48,Mtwara Urban,15,2022-06-05,2022-02-03,0.761
48,Mtwara Urban,17,2022-06-05,2022-01-21,0.746
48,Mtwara Urban,18,2022-06-05,2022-01-09,0
48,Mtwara Urban,20,2022-06-05,2022-01-12,0.719
48,Mtwara Urban,21,2022-06-05,2022-01-27,0.717
48,Mtwara Urban,22,2022-06-05,2022-01-11,0.304
48,Mtwara Urban,23,2022-06-05,2022-01-16,0.734
48,Mtwara Urban,24,2022-06-05,2022-01-15,0.74
48,Mtwara Urban,26,2022-06-05,2022-01-29,0.84
48,Mtwara Urban,27,2022-06-05,2022-01-12,0.645
48,Mtwara Urban,29,2022-06-05,2022-01-28,0.729
48,Mtwara Urban,32,2022-06-05,2022-01-18,0.69
48,Mtwara Urban,33,2022-06-05,2022-01-16,0.718
48,Mtwara Urban,34,2022-06-05,2022-01-13,0.627
48,Mtwara Urban,35,2022-06-05,2022-01-16,0.793
48,Mtwara Urban,36,2022-06-05,2022-01-22,0.696
48,Mtwara Urban,37,2022-06-05,2022-01-11,0.105
48,Mtwara Urban,38,2022-06-05,2022-01-24,0.758
48,Mtwara Urban,39,2022-06-05,2022-01-20,0.704
41,Rungwe,40,2022-06-05,2022-01-25,0.662
41,Rungwe,39,2022-06-05,2022-01-31,0.615
41,Rungwe,38,2022-06-05,2022-02-03,0.489
41,Rungwe,37,2022-06-05,2022-01-23,0
41,Rungwe,36,2022-06-05,2022-01-20,0
41,Rungwe,35,2022-06-05,2022-02-01,0.652
41,Rungwe,34,2022-06-05,2022-01-25,0.547
41,Rungwe,33,2022-06-05,2022-01-14,0
41,Rungwe,32,2022-06-05,2022-01-17,0.621
41,Rungwe,31,2022-06-05,2022-01-23,0.322
41,Rungwe,30,2022-06-05,2022-01-17,0.652
41,Rungwe,29,2022-06-05,2022-01-26,0.584
41,Rungwe,28,2022-06-05,2022-01-29,0.756
41,Rungwe,27,2022-06-05,2022-01-25,0.622
41,Rungwe,26,2022-06-05,2022-01-31,0.762
41,Rungwe,24,2022-06-05,2022-01-24,0.521
41,Rungwe,23,2022-06-05,2022-01-21,0.722
41,Rungwe,22,2022-06-05,2022-01-29,0.602
41,Rungwe,21,2022-06-05,2022-01-30,0.63
41,Rungwe,20,2022-06-05,2022-01-24,0.732
41,Rungwe,19,2022-06-05,2022-01-16,0.086
41,Rungwe,18,2022-06-05,2022-01-16,0.248
41,Rungwe,17,2022-06-05,2022-01-19,0
32,Chunya,1,2022-06-05,2022-01-26,0
32,Chunya,2,2022-06-05,2022-01-19,0
32,Chunya,3,2022-06-05,2022-01-20,0
32,Chunya,4,2022-06-05,2022-01-10,0
32,Chunya,6,2022-06-05,2022-01-24,0
32,Chunya,9,2022-06-05,2022-01-22,0.197
32,Chunya,10,2022-06-05,2022-01-10,0
32,Chunya,12,2022-06-05,2022-01-28,0
32,Chunya,14,2022-06-05,2022-01-20,0
32,Chunya,15,2022-06-05,2022-01-13,0
32,Chunya,16,2022-06-05,2022-01-30,0
32,Chunya,17,2022-06-05,2022-01-24,0
32,Chunya,19,2022-06-05,2022-01-15,0
32,Chunya,20,2022-06-05,2022-01-12,0
32,Chunya,21,2022-06-05,2022-01-19,0
32,Chunya,23,2022-06-05,2022-01-17,0
32,Chunya,24,2022-06-05,2022-01-22,0
32,Chunya,25,2022-06-05,2022-01-22,0
32,Chunya,26,2022-06-05,2022-01-14,0
32,Chunya,27,2022-06-05,2022-01-27,0
32,Chunya,28,2022-06-05,2022-01-22,0
32,Chunya,29,2022-06-05,2022-01-22,0
32,Chunya,31,2022-06-05,2022-01-31,0
32,Chunya,32,2022-06-05,2022-01-26,0
32,Chunya,33,2022-06-05,2022-01-09,0
32,Chunya,34,2022-06-05,2022-01-23,0
32,Chunya,35,2022-06-05,2022-01-30,0
32,Chunya,36,2022-06-05,2022-01-31,0
32,Chunya,37,2022-06-05,2022-01-21,0
32,Chunya,38,2022-06-05,2022-01-16,0
32,Chunya,39,2022-06-05,2022-01-17,0
32,Chunya,40,2022-06-05,2022-01-26,0
48,Mtwara Urban,40,2022-06-05,2022-01-09,0
60,Lake Rukwa,21,2022-06-05,2022-01-13,0
60,Lake Rukwa,20,2022-06-05,2022-01-10,0
60,Lake Rukwa,19,2022-06-05,2022-01-10,0
44,Ulanga,1,2022-06-05,2022-02-02,0
44,Ulanga,2,2022-06-05,2022-02-02,0
44,Ulanga,3,2022-06-05,2022-01-13,0
44,Ulanga,4,2022-06-05,2022-02-02,0
44,Ulanga,5,2022-06-05,2022-02-03,0
44,Ulanga,6,2022-06-05,2022-02-03,0
44,Ulanga,7,2022-06-05,2022-01-09,0
44,Ulanga,8,2022-06-05,2022-01-21,0
44,Ulanga,9,2022-06-05,2022-01-20,0.249
44,Ulanga,12,2022-06-05,2022-01-25,0
44,Ulanga,13,2022-06-05,2022-01-27,0
44,Ulanga,16,2022-06-05,2022-01-11,0
44,Ulanga,17,2022-06-05,2022-01-09,0
44,Ulanga,18,2022-06-05,2022-02-01,0
44,Ulanga,19,2022-06-05,2022-01-28,0
44,Ulanga,21,2022-06-05,2022-02-02,0
44,Ulanga,23,2022-06-05,2022-01-28,0
44,Ulanga,24,2022-06-05,2022-01-14,0
44,Ulanga,26,2022-06-05,2022-02-02,0
44,Ulanga,28,2022-06-05,2022-01-11,0
44,Ulanga,29,2022-06-05,2022-01-29,0
44,Ulanga,30,2022-06-05,2022-01-16,0
44,Ulanga,31,2022-06-05,2022-01-11,0
41,Rungwe,15,2022-06-05,2022-01-25,0.717
41,Rungwe,14,2022-06-05,2022-01-15,0.666
41,Rungwe,12,2022-06-05,2022-01-18,0.482
41,Rungwe,11,2022-06-05,2022-01-13,0.654
41,Rungwe,10,2022-06-05,2022-01-10,0.7
41,Rungwe,9,2022-06-05,2022-01-12,0.879
41,Rungwe,8,2022-06-05,2022-01-11,0
41,Rungwe,7,2022-06-05,2022-02-02,0.747
41,Rungwe,6,2022-06-05,2022-01-31,0
41,Rungwe,5,2022-06-05,2022-01-21,0.616
41,Rungwe,4,2022-06-05,2022-01-26,0
44,Ulanga,32,2022-06-05,2022-02-01,0.447
41,Rungwe,3,2022-06-05,2022-01-27,0.484
41,Rungwe,2,2022-06-05,2022-01-26,0.537
41,Rungwe,1,2022-06-05,2022-01-31,0.74
44,Ulanga,33,2022-06-05,2022-02-03,0
40,Momba,40,2022-06-05,2022-01-23,0
33,Ileje,1,2022-06-05,2022-01-25,0.671
33,Ileje,3,2022-06-05,2022-01-12,0
33,Ileje,4,2022-06-05,2022-01-12,0
33,Ileje,5,2022-06-05,2022-01-25,0.796
33,Ileje,6,2022-06-05,2022-01-18,0
33,Ileje,7,2022-06-05,2022-01-24,0.573
33,Ileje,8,2022-06-05,2022-01-10,0
33,Ileje,9,2022-06-05,2022-01-13,0
33,Ileje,10,2022-06-05,2022-01-30,0.491
33,Ileje,11,2022-06-05,2022-01-30,0.6
33,Ileje,13,2022-06-05,2022-01-17,0.682
33,Ileje,14,2022-06-05,2022-01-25,0.583
33,Ileje,15,2022-06-05,2022-01-29,0.252
33,Ileje,16,2022-06-05,2022-01-11,0
33,Ileje,17,2022-06-05,2022-01-25,0.377
33,Ileje,19,2022-06-05,2022-01-26,0
33,Ileje,21,2022-06-05,2022-01-18,0.715
33,Ileje,22,2022-06-05,2022-02-02,0
33,Ileje,23,2022-06-05,2022-01-10,0
33,Ileje,24,2022-06-05,2022-01-19,0.642
33,Ileje,25,2022-06-05,2022-01-30,0
33,Ileje,26,2022-06-05,2022-02-03,0
33,Ileje,27,2022-06-05,2022-01-11,0
33,Ileje,28,2022-06-05,2022-01-21,0
33,Ileje,30,2022-06-05,2022-02-02,0.586
33,Ileje,31,2022-06-05,2022-02-01,0.608
33,Ileje,32,2022-06-05,2022-01-20,0
33,Ileje,33,2022-06-05,2022-01-31,0
33,Ileje,34,2022-06-05,2022-01-30,0
33,Ileje,37,2022-06-05,2022-02-02,0.7
33,Ileje,38,2022-06-05,2022-01-29,0.677
33,Ileje,39,2022-06-05,2022-01-27,0.627
33,Ileje,40,2022-06-05,2022-01-19,0.637
44,Ulanga,34,2022-06-05,2022-01-20,0.333
44,Ulanga,36,2022-06-05,2022-01-20,0
11,Mafinga Township Authority,28,2022-06-05,2022-01-22,0
11,Mafinga Township Authority,27,2022-06-05,2022-01-29,0
11,Mafinga Township Authority,26,2022-06-05,2022-01-21,0
11,Mafinga Township Authority,25,2022-06-05,2022-01-11,0
11,Mafinga Township Authority,24,2022-06-05,2022-01-11,0
11,Mafinga Township Authority,22,2022-06-05,2022-01-12,0
11,Mafinga Township Authority,21,2022-06-05,2022-01-18,0
11,Mafinga Township Authority,20,2022-06-05,2022-01-12,0
11,Mafinga Township Authority,19,2022-06-05,2022-01-25,0
11,Mafinga Township Authority,18,2022-06-05,2022-01-18,0
11,Mafinga Township Authority,17,2022-06-05,2022-01-23,0
11,Mafinga Township Authority,16,2022-06-05,2022-01-14,0
11,Mafinga Township Authority,15,2022-06-05,2022-01-11,0
11,Mafinga Township Authority,14,2022-06-05,2022-01-27,0
11,Mafinga Township Authority,12,2022-06-05,2022-01-19,0
11,Mafinga Township Authority,11,2022-06-05,2022-01-16,0
11,Mafinga Township Authority,10,2022-06-05,2022-01-25,0
11,Mafinga Township Authority,8,2022-06-05,2022-01-19,0
11,Mafinga Township Authority,7,2022-06-05,2022-01-19,0
11,Mafinga Township Authority,6,2022-06-05,2022-01-18,0
11,Mafinga Township Authority,5,2022-06-05,2022-01-12,0
11,Mafinga Township Authority,4,2022-06-05,2022-01-12,0
11,Mafinga Township Authority,3,2022-06-05,2022-01-24,0
11,Mafinga Township Authority,1,2022-06-05,2022-01-12,0
10,Kilolo,13,2022-06-05,2022-01-14,0
10,Kilolo,12,2022-06-05,2022-02-03,0
10,Kilolo,11,2022-06-05,2022-01-26,0
10,Kilolo,10,2022-06-05,2022-01-30,0
10,Kilolo,9,2022-06-05,2022-01-20,0
10,Kilolo,8,2022-06-05,2022-01-23,0
10,Kilolo,7,2022-06-05,2022-02-02,0
10,Kilolo,5,2022-06-05,2022-01-15,0
10,Kilolo,4,2022-06-05,2022-02-02,0
40,Momba,39,2022-06-05,2022-01-20,0
40,Momba,38,2022-06-05,2022-01-12,0
40,Momba,37,2022-06-05,2022-01-23,0
40,Momba,36,2022-06-05,2022-01-24,0
10,Kilolo,2,2022-06-05,2022-01-28,0
10,Kilolo,1,2022-06-05,2022-01-18,0
44,Ulanga,37,2022-06-05,2022-01-11,0
44,Ulanga,38,2022-06-05,2022-01-13,0
44,Ulanga,39,2022-06-05,2022-01-19,0
40,Momba,35,2022-06-05,2022-01-17,0
40,Momba,34,2022-06-05,2022-01-26,0
40,Momba,32,2022-06-05,2022-02-03,0
40,Momba,30,2022-06-05,2022-01-14,0
44,Ulanga,40,2022-06-05,2022-01-14,0
40,Momba,29,2022-06-05,2022-01-23,0
40,Momba,28,2022-06-05,2022-01-25,0
40,Momba,27,2022-06-05,2022-01-24,0
40,Momba,26,2022-06-05,2022-01-22,0
40,Momba,25,2022-06-05,2022-01-17,0
40,Momba,24,2022-06-05,2022-01-27,0
40,Momba,23,2022-06-05,2022-01-19,0
60,Lake Rukwa,18,2022-06-05,2022-02-02,0
40,Momba,22,2022-06-05,2022-01-23,0
40,Momba,21,2022-06-05,2022-01-31,0
40,Momba,20,2022-06-05,2022-01-24,0
40,Momba,19,2022-06-05,2022-01-14,0
40,Momba,18,2022-06-05,2022-01-09,0
40,Momba,17,2022-06-05,2022-01-28,0
40,Momba,16,2022-06-05,2022-01-17,0
60,Lake Rukwa,17,2022-06-05,2022-02-01,0
40,Momba,15,2022-06-05,2022-02-02,0
60,Lake Rukwa,16,2022-06-05,2022-01-21,0
60,Lake Rukwa,14,2022-06-05,2022-02-03,0
60,Lake Rukwa,12,2022-06-05,2022-01-19,0
60,Lake Rukwa,11,2022-06-05,2022-01-16,0
60,Lake Rukwa,10,2022-06-05,2022-02-02,0
60,Lake Rukwa,9,2022-06-05,2022-01-31,0
60,Lake Rukwa,8,2022-06-05,2022-01-31,0
60,Lake Rukwa,6,2022-06-05,2022-01-14,0
60,Lake Rukwa,5,2022-06-05,2022-01-18,0
60,Lake Rukwa,4,2022-06-05,2022-01-24,0
60,Lake Rukwa,3,2022-06-05,2022-01-11,0
60,Lake Rukwa,2,2022-06-05,2022-01-27,0
60,Lake Rukwa,1,2022-06-05,2022-01-18,0
49,Nanyumbu,1,2022-06-05,2022-01-18,0.791
49,Nanyumbu,2,2022-06-05,2022-01-21,0.799
49,Nanyumbu,3,2022-06-05,2022-01-09,0
49,Nanyumbu,4,2022-06-05,2022-01-19,0.748
49,Nanyumbu,6,2022-06-05,2022-01-17,0.766
40,Momba,14,2022-06-05,2022-01-21,0
40,Momba,13,2022-06-05,2022-01-09,0
40,Momba,12,2022-06-05,2022-01-23,0
40,Momba,11,2022-06-05,2022-01-16,0
40,Momba,10,2022-06-05,2022-01-12,0
40,Momba,9,2022-06-05,2022-02-02,0
49,Nanyumbu,7,2022-06-05,2022-02-03,0.821
40,Momba,8,2022-06-05,2022-01-29,0
40,Momba,7,2022-06-05,2022-01-19,0
40,Momba,6,2022-06-05,2022-01-24,0
49,Nanyumbu,8,2022-06-05,2022-01-29,0.796
40,Momba,5,2022-06-05,2022-01-09,0
40,Momba,4,2022-06-05,2022-02-01,0
40,Momba,3,2022-06-05,2022-02-03,0
40,Momba,2,2022-06-05,2022-01-10,0
49,Nanyumbu,9,2022-06-05,2022-01-22,0.673
40,Momba,1,2022-06-05,2022-01-29,0
49,Nanyumbu,10,2022-06-05,2022-01-30,0.746
49,Nanyumbu,11,2022-06-05,2022-01-27,0.801
49,Nanyumbu,12,2022-06-05,2022-02-01,0.81
49,Nanyumbu,13,2022-06-05,2022-01-29,0.711
49,Nanyumbu,14,2022-06-05,2022-01-17,0.758
49,Nanyumbu,16,2022-06-05,2022-01-10,0.475
49,Nanyumbu,18,2022-06-05,2022-01-22,0.651
49,Nanyumbu,19,2022-06-05,2022-01-22,0.799
49,Nanyumbu,20,2022-06-05,2022-01-30,0.813
49,Nanyumbu,21,2022-06-05,2022-01-16,0.7
49,Nanyumbu,22,2022-06-05,2022-02-03,0.754
49,Nanyumbu,23,2022-06-05,2022-01-27,0.797
49,Nanyumbu,24,2022-06-05,2022-01-25,0.803
49,Nanyumbu,25,2022-06-05,2022-01-25,0.884
49,Nanyumbu,26,2022-06-05,2022-01-18,0.635
49,Nanyumbu,27,2022-06-05,2022-01-17,0.765
49,Nanyumbu,28,2022-06-05,2022-01-18,0.662
49,Nanyumbu,29,2022-06-05,2022-01-14,0.769
49,Nanyumbu,30,2022-06-05,2022-02-02,0.796
49,Nanyumbu,32,2022-06-05,2022-01-13,0.768
49,Nanyumbu,34,2022-06-05,2022-01-19,0.769
49,Nanyumbu,35,2022-06-05,2022-01-19,0.799
49,Nanyumbu,38,2022-06-05,2022-01-30,0.823
49,Nanyumbu,39,2022-06-05,2022-01-17,0.767
39,Mbozi,40,2022-06-05,2022-01-21,0
39,Mbozi,39,2022-06-05,2022-01-31,0
43,Kilombero,2,2022-06-05,2022-01-11,0
43,Kilombero,3,2022-06-05,2022-01-19,0
43,Kilombero,4,2022-06-05,2022-01-20,0
42,Tunduma,40,2022-06-05,2022-02-01,0
42,Tunduma,39,2022-06-05,2022-01-30,0
42,Tunduma,38,2022-06-05,2022-01-29,0
42,Tunduma,37,2022-06-05,2022-01-28,0
43,Kilombero,5,2022-06-05,2022-01-20,0
42,Tunduma,36,2022-06-05,2022-01-31,0
43,Kilombero,6,2022-06-05,2022-01-15,0
43,Kilombero,7,2022-06-05,2022-01-19,0
43,Kilombero,9,2022-06-05,2022-01-28,0
42,Tunduma,35,2022-06-05,2022-01-10,0
43,Kilombero,10,2022-06-05,2022-01-24,0
43,Kilombero,12,2022-06-05,2022-01-12,0
69,Songea Urban,40,2022-06-05,2022-01-17,0.739
42,Tunduma,34,2022-06-05,2022-01-31,0
39,Mbozi,38,2022-06-05,2022-01-14,0
39,Mbozi,37,2022-06-05,2022-01-21,0
39,Mbozi,36,2022-06-05,2022-01-24,0
42,Tunduma,33,2022-06-05,2022-01-17,0
39,Mbozi,35,2022-06-05,2022-01-20,0
39,Mbozi,34,2022-06-05,2022-01-18,0
69,Songea Urban,38,2022-06-05,2022-01-28,0.774
39,Mbozi,33,2022-06-05,2022-01-14,0
39,Mbozi,32,2022-06-05,2022-01-31,0
