gid,cname,ensemble,harvest,planting,wsgd
7,Mpwapwa,30,2023-02-22,2022-10-21,0
7,Mpwapwa,27,2023-02-22,2022-10-22,0
72,Iramba,26,2023-02-22,2022-10-18,0
72,Iramba,30,2023-02-22,2022-10-21,0
73,Manyoni,3,2023-02-22,2022-10-21,0
73,Manyoni,21,2023-02-22,2022-10-18,0
23,Kigoma Urban,27,2023-02-22,2022-10-22,0
21,Kibondo,3,2023-02-22,2022-10-20,0
21,Kibondo,12,2023-02-22,2022-10-21,0
5,Kondoa,32,2023-02-22,2022-10-21,0
21,Kibondo,30,2023-02-22,2022-10-22,0
74,Mkalama,38,2023-02-22,2022-10-22,0
21,Kibondo,37,2023-02-22,2022-10-22,0
75,Singida Rural,11,2023-02-22,2022-10-18,0
5,Kondoa,25,2023-02-22,2022-10-20,0
76,Singida Urban,13,2023-02-22,2022-10-20,0
76,Singida Urban,17,2023-02-22,2022-10-22,0
76,Singida Urban,19,2023-02-22,2022-10-22,0
77,Igunga,28,2023-02-22,2022-10-22,0
4,Dodoma Urban,21,2023-02-22,2022-10-18,0
19,Kasulu,30,2023-02-22,2022-10-22,0
4,Dodoma Urban,16,2023-02-22,2022-10-19,0
78,Kaliua,23,2023-02-22,2022-10-20,0
79,Nzega,8,2023-02-22,2022-10-22,0
23,Kigoma Urban,37,2023-02-22,2022-10-22,0
19,Kasulu,16,2023-02-22,2022-10-18,0
23,Kigoma Urban,5,2023-02-22,2022-10-20,0
79,Nzega,32,2023-02-22,2022-10-21,0
79,Nzega,34,2023-02-22,2022-10-20,0
22,Kigoma Rural,3,2023-02-22,2022-10-21,0
22,Kigoma Rural,5,2023-02-22,2022-10-20,0
22,Kigoma Rural,22,2023-02-22,2022-10-20,0
23,Kigoma Urban,22,2023-02-22,2022-10-21,0
3,Chemba,26,2023-02-22,2022-10-19,0
80,Sikonge,22,2023-02-22,2022-10-21,0
2,Chamwino,34,2023-02-22,2022-10-20,0
81,Tabora Urban,13,2023-02-22,2022-10-20,0
81,Tabora Urban,38,2023-02-22,2022-10-22,0
82,Urambo,18,2023-02-22,2022-10-22,0
83,Uyui,3,2023-02-22,2022-10-21,0
83,Uyui,17,2023-02-22,2022-10-22,0
14,Lake Tanganyika,16,2023-02-22,2022-10-19,0
14,Lake Tanganyika,39,2023-02-22,2022-10-22,0
14,Lake Tanganyika,40,2023-02-22,2022-10-22,0
17,Mpanda Urban,9,2023-02-22,2022-10-22,0
25,Uvinza,18,2023-02-22,2022-10-22,0
15,Mlele,36,2023-02-22,2022-10-18,0
2,Chamwino,7,2023-02-23,2022-10-24,0
73,Manyoni,15,2023-02-23,2022-10-21,0
77,Igunga,4,2023-02-23,2022-10-21,0
79,Nzega,26,2023-02-23,2022-10-20,0
73,Manyoni,17,2023-02-23,2022-10-23,0
80,Sikonge,29,2023-02-23,2022-10-23,0
34,Kyela,40,2023-02-23,2022-10-23,0
81,Tabora Urban,14,2023-02-23,2022-10-21,0
5,Kondoa,16,2023-02-23,2022-10-20,0
80,Sikonge,36,2023-02-23,2022-10-20,0
73,Manyoni,30,2023-02-23,2022-10-23,0
76,Singida Urban,7,2023-02-23,2022-10-23,0
15,Mlele,16,2023-02-23,2022-10-20,0
15,Mlele,7,2023-02-23,2022-10-24,0
34,Kyela,18,2023-02-23,2022-10-23,0
75,Singida Rural,37,2023-02-23,2022-10-24,0
83,Uyui,25,2023-02-23,2022-10-21,0
2,Chamwino,23,2023-02-23,2022-10-22,0
78,Kaliua,24,2023-02-23,2022-10-21,0
74,Mkalama,7,2023-02-23,2022-10-24,0
23,Kigoma Urban,40,2023-02-23,2022-10-23,0
2,Chamwino,14,2023-02-23,2022-10-21,0
16,Mpanda,34,2023-02-23,2022-10-21,0
16,Mpanda,39,2023-02-23,2022-10-23,0
14,Lake Tanganyika,20,2023-02-23,2022-10-23,0
19,Kasulu,12,2023-02-23,2022-10-22,0
75,Singida Rural,9,2023-02-23,2022-10-23,0
77,Igunga,37,2023-02-23,2022-10-23,0
71,Ikungi,1,2023-02-23,2022-10-19,0
72,Iramba,5,2023-02-23,2022-10-21,0
21,Kibondo,27,2023-02-23,2022-10-23,0
72,Iramba,10,2023-02-23,2022-10-23,0
4,Dodoma Urban,25,2023-02-23,2022-10-21,0
71,Ikungi,8,2023-02-23,2022-10-23,0
17,Mpanda Urban,29,2023-02-23,2022-10-23,0
6,Kongwa,38,2023-02-23,2022-10-23,0
3,Chemba,28,2023-02-24,2022-10-25,0
15,Mlele,31,2023-02-24,2022-10-20,0
3,Chemba,39,2023-02-24,2022-10-25,0
23,Kigoma Urban,9,2023-02-24,2022-10-25,0
79,Nzega,39,2023-02-24,2022-10-25,0
23,Kigoma Urban,39,2023-02-24,2022-10-24,0
81,Tabora Urban,16,2023-02-24,2022-10-21,0
4,Dodoma Urban,8,2023-02-24,2022-10-25,0
19,Kasulu,14,2023-02-24,2022-10-23,0
79,Nzega,9,2023-02-24,2022-10-25,0
79,Nzega,4,2023-02-24,2022-10-23,0
16,Mpanda,7,2023-02-24,2022-10-25,0
19,Kasulu,27,2023-02-24,2022-10-25,0
78,Kaliua,2,2023-02-24,2022-10-23,0
82,Urambo,22,2023-02-24,2022-10-23,0
76,Singida Urban,33,2023-02-24,2022-10-23,0
15,Mlele,33,2023-02-24,2022-10-23,0
76,Singida Urban,30,2023-02-24,2022-10-24,0
5,Kondoa,13,2023-02-24,2022-10-23,0
76,Singida Urban,18,2023-02-24,2022-10-24,0
5,Kondoa,19,2023-02-24,2022-10-24,0
83,Uyui,19,2023-02-24,2022-10-25,0
25,Uvinza,10,2023-02-24,2022-10-24,0
15,Mlele,39,2023-02-24,2022-10-25,0
75,Singida Rural,28,2023-02-24,2022-10-25,0
1,Bahi,29,2023-02-24,2022-10-24,0
83,Uyui,34,2023-02-24,2022-10-22,0
75,Singida Rural,18,2023-02-24,2022-10-24,0
